rank,name,floor,_24h_vol,total_vol,owners,items
638,The Outsiders,0.6,0.0,66,60,3
639,Goblinland_wtf,0.005,0.0,0,"2,123",5.000
640,Arabian Camels,0.032,0.0,4,"3,189",12.009
641,Foundation,0.08,0.0,8,"18,424",133.018
642,PLAYER ONE (1P)-MetaOasis,1,0.0,0,545,1.229
643,Moonbears,0.1531,0.0,21,"1,177",3.556
644,PirateApes,0.5,0.0,1,"1,309",5.700
645,Lost Miners of the Ether,0.602,0.0,2,"4,939",10.000
646,GossApe Girl Official,0.08,0.0,16,"3,087",7.000
647,HENI Editions Deed - The Empresses,1.85,0.0,8,613,1.562
648,Neo Tokyo Part 4 Land Deeds,-,0.0,16,52,2.145
649,Feudalz,-,0.0,0,564,4.444
650,Imps by SuperNfty,0.169,0.0,5,"3,629",10.000
651,Leave Me Alone,0.014,0.0,33,"2,603",10.000
652,Todd James Art Party Official,0.1531,0.0,4,689,1.533
653,FV_ARIAX9// by Fvckrender,-,0.0,0,57,101
654,Gener8tive K-Compositions,2.5,0.0,4,132,250
655,Warriors of the Hollow Frost,0.0111,0.0,0,"3,248",8.888
656,Wizard Pass,-,0.0,1,"1,752",1
657,SUPERPLASTIC: HEADTRIPZ PILLZ,-,0.0,32,"1,628",3
658,Plot,0.2,0.0,1,"1,638",22.251
659,Shamanzs,-,0.0,3,111,2.036
660,ALPACADABRAZ,0.2673,0.0,102,"4,441",9.669
661,"Lionel Messi: ""The King Piece""",0.3,0.0,0,"1,479",2.500
662,HELIX Founder Pass Official,0.48,0.0,26,"2,465",5.000
663,Souiii,-,0.0,0,2,3
664,You by BFF,0.084,0.0,51,"5,787",10.000
665,Remarkable Women,0.029,0.0,3,"2,139",6.000
666,Cxllabs,-,0.0,0,51,2
667,Rags to Richie by Alec Monopoly,0.1459,0.0,34,"1,033",3.333
668,HD Punks,0.76,0.0,2,"1,166",10.000
669,Emotes by Heart You,2.25,0.0,43,"1,043",1.433
670,GOATz,0.115,0.0,46,"2,615",10.000
671,Deejins,-,0.0,0,"1,185",2.345
672,Armstrong Footprint GPS III SV05 Commemorative,-,0.0,0,244,272
673,Super Yeti,0.0613,0.0,23,"4,203",9.999
674,Incognito,0.029,0.0,2,"3,216",10.000
675,Koala Intelligence Agency,0.0749,0.0,8,"4,813",10.000
676,Producer C,-,0.0,0,"1,806",4.988
677,"I Like You, You're Weird",0.0816,0.0,21,"3,717",10.000
678,Ultiverse - Electric Sheep,0.98,0.0,19,"2,601",10.000
679,SupDucks,0.3265,0.0,209,"3,814",10.001
680,Assplosion,0.003,0.0,1,"2,212",5.000
681,SLOTHOPIA,0.0034,0.0,0,"1,487",3.333
682,MinionSilhouete,0.0009,0.0,17,"3,013",9.998
683,Dodoor NFT,0.125,0.0,1,400,1.000
684,Laid Back Llamas,0.1,0.0,7,"3,260",7.000
685,HOWLERZ,0.102,0.0,29,"2,137",5.000
686,NewHere,0.185,0.0,0,"1,083",3.498
687,WynLambo,0.045,0.0,2,"2,674",9.997
688,Cheebs NFT,0.01,0.0,16,"3,458",10.000
689,Hashflow,0.009,0.0,5,"19,142",30.007
690,CryptoDickbutts S3,3,0.0,239,"1,865",5.200
691,Illuvium IDO Collection,-,0.0,14,"1,966",21
692,AI42 Loops,0.018,0.0,0,"1,776",5.489
693,Trait Sniper,0.085,0.0,103,"2,810",3.333
694,Copa America 2021: Champions,-,0.0,0,9,10
695,BasedHeads,-,0.0,0,"3,260",10.000
696,MAX PAIN AND FRENS DRAWING BY XCOPY,7.2,0.0,0,74,100
697,Chubbiverse Frens,0.2,0.0,22,"2,688",8.888
698,RobosNFT,0.004,0.0,0,812,2.222
699,Alpha Shark,-,0.0,14,415,450
700,iNFT Assets by Alethea AI,-,0.0,0,1,1
701,Dr.Ji,1.2245,0.0,1,"1,543",3.000
702,Tony Hawk: Tuck-Knee,-,0.0,0,19,20
703,Rings Genesis by Nick Kuder,-,0.0,0,46,65
704,FoxyFam,0.089,0.0,1,"1,345",3.332
705,NICE NFT,-,0.0,0,"2,706",9.995
706,The Blitnauts,1.8367,0.0,24,623,1.518
707,Bad Kids Alley,0.0663,0.0,0,"3,447",8.888
708,BearBox,-,0.0,0,164,1
709,Anthony Hopkins - The Eternal,0.299,0.0,4,535,1.000
710,dontrug.me,0.5,0.0,0,"1,535",211
711,Marilyn Monroe: In Hollywood,-,0.0,0,1,1
712,Yakuza Cats Society,0.05,0.0,4,"2,701",8.929
713,Kureiji,0.01,0.0,6,"2,555",5.555
714,adidas Originals: Capsule Collection,0.12,0.0,42,"9,647",24.280
715,CurseTicket,-,0.0,0,523,1.000
716,Superfuzz: The Bad Batch,-,0.0,0,456,777
717,The Alien Boy,0.08,0.0,33,"3,346",10.000
718,Voyagers,0.001,0.0,2,"2,821",10.000
719,TheWickedStallions,0.009,0.0,0,"3,582",9.814
720,Space Punks Club,0.0888,0.0,21,"4,143",10.000
721,Nas: Memory Lane,-,0.0,0,8,8
722,Sillies,0.05,0.0,0,"1,234",3.333
723,Crypto Bull Society,0.0918,0.0,42,"3,903",7.777
724,TRVBPToken,0.5,0.0,0,"1,420",1
725,Quantum Art,0.2143,0.0,47,"1,404",4.091
726,EYE EYE EYE,-,0.0,0,"2,209",5.001
727,Shaquille O'Neal: With Authority,-,0.0,0,825,963
728,EDO2022,-,0.0,0,982,2.022
729,Fast Food Frens Collection,0.058,0.0,0,"1,757",5.555
730,NinjaFaith,-,0.0,0,546,1.962
731,Kolectiv,0.05,0.0,32,538,1.115
732,Catch & Cash: Lifted Climb,-,0.0,0,20,20
733,BabyBear,-,0.0,0,732,1.626
734,SOULS,0.08,0.0,0,"2,803",10.000
735,YuGiYn,0.2,0.0,42,"2,482",8.888
736,Azuki Golden Skateboard Shrine,-,0.0,0,6,9
737,Alien Frens Evolution,0.102,0.0,21,"6,443",12.175
738,Blockchain Miners Club,0.15,0.0,15,"1,071",11.111
739,PROOF OF {ART}WORK,-,0.0,0,44,70
740,aspiring chad,-,0.0,0,190,1
741,Ape Reunion,0.09,0.0,43,"3,177",10.000
742,FVCKRENDERVERSE// Open Edition by Fvckrender,-,0.0,0,124,225
743,omgkirby,0.066,0.0,1,"2,088",5.000
744,dcl://tech_tribal_marc0matic,-,0.0,0,31,167
745,Strange Connections NFT,0.022,0.0,0,"1,485",3.980
746,Lipsies,-,0.0,0,53,18
747,Your Daytime Fireworks - Firework Packets,-,0.0,4,875,1
748,Buzzed Bear Hideout,0.014,0.0,2,"2,632",9.999
749,SUN SIGNALS,-,0.0,0,416,701
750,Quantum,-,0.0,12,"1,552",2.000
751,Big Eye Rebellion,0.012,0.0,0,"1,993",9.997
752,Save the Martians,-,0.0,0,"4,092",14.998
753,Ascended NFT,0.039,0.0,19,"3,882",8.888
754,PeopleInThePlaceTheyLove,1.8152,0.0,41,715,1.000
755,77-Bit,0.11,0.0,909,"2,760",7.777
756,VividLimited,0.07,0.0,34,"3,432",8.888
757,Four Winds: A New Gale Giveaways by Blake Kathryn,-,0.0,0,4,4
758,"Lionel Messi: ""Man Of The Past""",-,0.0,0,66,75
759,More Than Gamers,0.044,0.0,22,"3,110",10.100
760,EtherThings,0.099,0.0,8,"2,271",9.754
761,Starlings,0.01,0.0,1,"2,711",10.101
762,Lumens by Vibes + Logic,0.0438,0.0,2,"2,218",8.888
763,Heavy Metal: Pon Valdur,-,0.0,0,1,1
764,Who Is Samot?,-,0.0,1,550,3.045
765,Mavia Land,0.299,0.0,67,"2,522",10.001
766,Space Poggers,0.003,0.0,1,"3,483",12.442
767,Arcade Land,0.085,0.0,409,"5,105",10.000
768,Osiris: Cosmic Kids,0.02,0.0,1,"2,414",9.998
769,Valeria Games Genesis Land,0.1069,0.0,10,"2,581",10.000
770,BullrunBabesToken,-,0.0,0,951,4.257
771,(B)APETAVERSE,0.1,0.0,58,"4,391",10.000
772,Grandpa Ape Country Club,0.124,0.0,87,"1,650",5.000
773,Lost Poets,0.228,0.0,76,"5,742",28.168
774,DopeApeClub,0.0331,0.0,24,"2,712",10.000
775,MURI,0.069,0.0,420,"5,372",10.000
776,Nas: The World is Yours,-,0.0,0,21,22
777,Bears Deluxe,0.4,0.0,128,"2,533",6.391
778,PartyDegenerates,0.05,0.0,49,"3,536",10.000
779,Okay Bears Yacht Club,0.012,0.0,34,"2,841",7.777
780,Dopey Ducklings,1,0.0,0,864,2.044
781,dcl://atari_launch,0.02,0.0,0,724,1.327
782,froyo cat,-,0.0,10,127,150
783,10K World Cup,-,0.0,18,"1,285",10.000
784,Trippies,0.0378,0.0,11,"1,931",10.000
785,Boonji Project,0.048,0.0,155,"4,499",11.111
786,ROBOROVSKI,0.004,0.0,2,"2,919",7.790
787,Peking Monsters Official,0.19,0.0,0,263,2.777
788,Legacy Noundles,-,0.0,1,"2,474",7.465
789,Nas: Life's a Bitch,-,0.0,0,16,17
790,Metamorphosis,0.08,0.0,11,"2,175",7.480
791,Casual Sloths,0.053,0.0,4,"1,642",4.444
792,VeeCon Tickets,0.45,0.0,46,"6,839",10.255
793,HAPE PRIME,0.394,0.0,1.843,"4,345",8.192
794,Sunday Journal - Secret Garden Bouquet,0.1,0.0,3,762,1.000
795,Phil Ivey: Ace Card,-,0.0,0,6,8
796,Chain Runners XR,0.014,0.0,1,"2,605",12.528
797,Terraforms by Mathcastles,4.0816,0.0,4.378.348,"1,994",9.902
798,Sora's Dreamworld,0.059,0.0,0,"3,590",9.998
799,Legends of Venari Alpha Pass,0.0744,0.0,4,"1,245",3.150
800,Robopets,0.034,0.0,13,"3,905",8.016
801,shroomz,-,0.0,1,"3,149",10.000
802,dGenesis dGen Automatons,-,0.0,0,"1,035",4.000
803,The Americans,0.005,0.0,8,"2,197",10.000
804,Luka Modrić: Submerse,-,0.0,0,1,1
805,This is Nouns,0.0359,0.0,6,"1,738",3.526
806,Girlies,0.049,0.0,61,"4,128",10.000
807,Bloot,0.05,0.0,3,"3,785",8.008
808,PEACEFUL GROUPIES,0.11,0.0,29,"2,348",10.000
809,ChainGuardians LE,-,0.0,0,651,1.162
810,Infamous,0.1837,0.0,6,894,5.555
811,PixelversePoops,0.032,0.0,31,"1,220",6.978
812,Chain Scouts,0.35,0.0,0,999,6.888
813,The-Last/Supper.nft,-,0.0,0,143,4
814,Chains,-,0.0,0,321,2.608
815,OnChainMonkey Dessert,-,0.0,30,"1,708",3
816,Dak Prescott: The D4KATRON Football,-,0.0,0,16,16
817,Where My Vans Go,-,0.0,0,68,78
818,EXOHAPE OG,0.0177,0.0,3,"3,707",8.192
819,Diamonds Club,0.5,0.0,0,295,538
820,The Modz,0.035,0.0,3,"2,461",5.554
821,Sandbox's LANDs,-,0.0,711,25,105.400
822,OSF's Red Lite District,88,0.0,22,181,210
823,Crypto Coven,0.32,0.0,388,"4,976",9.767
824,RKLSneakers,0.88,0.0,5,"1,428",3.148
825,Castle Kid,0.169,0.0,1,"4,467",10.000
826,Wonky Stonks,0.3469,0.0,12,"4,336",8.736
827,IslandG1,3.64,0.0,27,65,500
828,Mint Pass Mexico City | MPMX,-,0.0,1,1,1.000
829,PunkScape Relics,0.12,0.0,37,"2,959",10.000
830,Wilder Moto,0.288,0.0,5,"1,487",6.396
831,dcl://dg_atari_dillon_francis,0.0499,0.0,0,885,1.471
832,Crypto Corgis,0.05,0.0,0,"4,104",10.000
833,Club721 Membership,0.02,0.0,1,"1,743",1.961
834,Flowtys,0.02,0.0,4,"3,418",10.000
835,HALFLINGS,0.0296,0.0,4,"2,123",10.000
836,Shindo,-,0.0,1,"2,143",5.555
837,grumpls,0.3638,0.0,20,"1,943",3.828
838,TheEnigma,-,0.0,11,179,8.000
839,WRLD Name Registration Pass,-,0.0,5,1,2
840,Maximalist,0.0071,0.0,0,"5,356",9.976
841,BabyLlama,0.1,0.0,0,"2,840",7.777
842,The Orbs,0.22,0.0,8,"1,317",3.333
843,boredassgoblins,0.0048,0.0,4,"2,697",10.018
844,Non-Fungible Films Cast & Crew,0.025,0.0,0,"2,734",5.555
845,PRESSURE STONE// by Fvckrender,-,0.0,0,10,10
846,X Rabbits Club,0.15,0.0,22,"3,007",7.500
847,RUDE BOY'S,-,0.0,5,"1,335",160
848,C3O,0.79,0.0,1,109,1
849,MetaTravelers: Nibiru,0.025,0.0,0,"2,814",7.777
850,TronWars,0.055,0.0,35,"4,340",8.888
851,Masks,1,0.0,4,"1,997",6.658
852,Shaquille O'Neal: Peak Dominance,-,0.0,0,1,1
853,Dak Prescott & Zeke Elliott: the JOURNi,-,0.0,0,10,10
854,888 Inner Circle - Orange Realm,0.009,0.0,0,"1,391",2.293
855,Yurei: The Lost Spirit,0.04,0.0,5,669,1.111
856,dcl://ethermon_wearables,-,0.0,0,34,184
857,Marilyn Monroe: Uy Scuti,-,0.0,0,1,1
858,Webaverse Genesis Pass,0.4535,0.0,110,"3,070",19.526
859,InStarToken,-,0.0,0,438,7.542
860,PUNKS: Origin Stories,0.2,0.0,13,"2,416",5.902
861,ThePicaroons,0.029,0.0,9,"2,905",10.000
862,troll-town.wtf,0.005,0.0,49,"2,564",9.999
863,Koin Games Dev Squad,0.33,0.0,1,"1,657",5.555
864,Lonely Frog Lambo Club,0.025,0.0,2,"3,526",9.998
865,Bad Influence,0.099,0.0,3,974,4.000
866,Psychedelics Anonymous Component #1,0.13,0.0,91,"1,552",9.595
867,Supreme Skulls,-,0.0,0,"1,498",4.040
868,Floppy,0.5,0.0,4,"4,262",10.001
869,Turf,0.0498,0.0,45,"2,003",5.041
870,Anderson Silva: Epic,-,0.0,0,82,119
871,Bapes Parental Certificate,-,0.0,0,"1,275",6.495
872,WhoopsiesDoopsies,0.1173,0.0,8,"1,716",6.125
873,COOLDOGS,0.1491,0.0,16,"2,254",4.998
874,Mihaverse Butterfly,0.01,0.0,0,609,1.111
875,ANIMO,0.0849,0.0,14,"3,125",10.000
876,Ethaliens,0.0067,0.0,14,"1,817",7.500
877,Rookies,0.008,0.0,0,"1,984",9.999
878,Phil Ivey: Jack Card,-,0.0,0,27,38
879,LEGION,0.0001,0.0,8,"3,197",7.778
880,Gucci,0.474,0.0,87,"3,072",4.252
881,dcl://dgtble_headspace,-,0.0,0,80,143
882,CryptoHoots Steampunk Parliament,0.2551,0.0,5,850,2.500
883,Larva Lads,0.095,0.0,15,"2,546",5.000
884,FLUF World: EGGs,0.12,0.0,1,"2,823",10.000
885,CyberKongz,2.69,0.0,2.150,"2,185",5.000
886,Polka City Asset,0.26,0.0,0,478,1.245
887,Shinsei Galverse Official,0.1,0.0,118,"3,973",8.888
888,Ghxsts Comics,0.5,0.0,51,781,1.754
889,RichKids,0.01,0.0,0,"3,019",7.387
890,MARK,-,0.0,0,161,500
891,GFT Atari 50th Anniversary,0.01,0.0,74,"4,218",10.000
892,Benji Bananas: Membership Pass,0.45,0.0,127,"2,877",1
893,Invisible Friends,1.999,0.0,853,"3,890",5.000
894,Tower of the Occult,0.05,0.0,10,"2,013",7.777
895,Somnium Space Items,-,0.0,0,61,389
896,Rare Land NFT,0.05,0.0,21,"4,016",10.001
897,NightmareImpTreasureBox,0.0484,0.0,2,761,16.811
898,Cloudmachine,0.06,0.0,0,"1,863",4.444
899,Maluma: Papi Flow,-,0.0,0,417,528
900,Silk,-,0.0,0,537,1
901,TRANSMISSIONS FROM ALIEN WORLD,0.003,0.0,0,224,500
902,"Bruce Lee: ""Cosmos: Universe""",-,0.0,0,123,200
903,Finiliar,0.4,0.0,38,"1,727",9.998
904,Moshi Mochi,0.05,0.0,26,"3,609",8.000
905,Krap Chickens,0.3,0.0,1,"1,507",3.463
906,Maluma: Papi Sand Time,-,0.0,0,13,20
907,Space Dinos,0.05,0.0,1,"3,808",9.527
908,PUNKS Comic,-,0.0,170,380,10.000
909,Monfters Club,0.0245,0.0,34,"3,417",8.000
910,GenX by HOK,0.123,0.0,12,"3,015",10.000
911,Luka Modrić: Champion,-,0.0,0,21,25
912,XANA: Genesis,0.97,0.0,8,"3,650",10.091
913,0xOG Pass by 0xStudio,0.499,0.0,78,452,498
914,The Art of Seasons,0.2369,0.0,658,"3,167",7.229
915,Corruptions,0.3622,0.0,12,"1,424",4.196
916,Bagner,0.03,0.0,3,"2,504",6.969
917,hausphases,0.144,0.0,166,"2,865",7.777
918,Farm Land by Pixels,0.2669,0.0,190,"2,015",5.000
919,Clementine's Nightmare,0.102,0.0,25,"2,997",5.000
920,Superfuzz: The Good Guys,0.01,0.0,0,"3,241",7.741
921,pksl,0.03,0.0,0,692,4.095
922,Fog by Process Grey,-,0.0,0,77,99
923,Ksoid,-,0.0,0,240,999
924,dcl://digital_alchemy,-,0.0,0,38,161
925,STARKADE: Legion,0.04,0.0,18,"1,474",7.015
926,Genesis.sol - [sol]Seedlings,-,0.0,0,278,495
927,DuckReligion,0.035,0.0,0,548,934
928,Fairy Fiends,0.01,0.0,0,"2,415",8.888
929,Party Ape Billionaire Club,0.089,0.0,4,"3,990",10.334
930,dcl://wz_wonderbot,-,0.0,0,12,54
931,Spookies,0.034,0.0,0,"2,627",8.887
932,Bitchcoin,0.888,0.0,1,291,3.291
933,Elftown.wtf,0.005,0.0,86,"4,331",10.000
934,Tie Dye Ninjas,-,0.0,2,"2,892",7.777
935,Cyclops Monkey Club,0.015,0.0,0,"4,239",6.666
936,Tribo Flameys,0.1,0.0,2,725,2.000
937,Non-Fungible Fungi Genesis,-,0.0,9,36,100
938,Laughing Skulls,-,0.0,0,"3,105",12
939,Reptile Armoury,0.0816,0.0,30,569,20.000
940,The Degenaissance,-,0.0,5,"2,279",2.500
941,Life goes on,-,0.0,0,"1,324",4.306
942,DEEPOBJECTS.ai - Collection 001,0.01,0.0,0,"3,652",10.000
943,Uncool Cats,0.1,0.0,2,"2,668",6.969
944,CosmicCowGirls,0.05,0.0,6,"3,290",6.969
945,Slotie,0.08,0.0,326,"3,789",9.954
946,EVERYBODYS,0.0294,0.0,14,"2,852",10.000
947,Monster Cave - Elder Torch,-,0.0,9,400,9.900
948,EightBit,0.14,0.0,627,"2,907",8.888
949,Goat Soup,0.1869,0.0,5,"1,979",3.744
950,The Box,0.0259,0.0,0,366,1.000
951,dcl://ml_pekingopera,-,0.0,0,13,131
952,Party Grandpa Retirement Club,-,0.0,0,"2,620",6.000
953,Colorglyphs,2.085,0.0,0,168,520
954,hauspets,0.08,0.0,8,"3,417",7.208
955,Untamed Elephants,0.017,0.0,4,"3,075",7.500
956,Letters,-,0.0,81,788,1.000
957,Broadcasters,0.009,0.0,0,"2,461",7.776
958,Galactic Secret Agency,0.0085,0.0,0,"2,658",9.999
959,APE HARMONY MONSTER CLUB,-,0.0,0,418,1.111
960,Savage Nation,-,0.0,0,"1,940",7.777
